seconds,gps_longitude,gps_latitude,gps_speed,gps_altitude,gps_bearing,gps_time,Timestamp
15.53128213,29.58053636,30.87823929,4.5,54.0,146.1999969482422,1513085408000.0,2017-12-12 03:30:08.345282000
15.613564577,29.58053636,30.87823929,4.5,54.0,146.1999969482422,1513085408000.0,2017-12-12 03:30:08.427565000
15.699223536,29.58053636,30.87823929,4.5,54.0,146.1999969482422,1513085408000.0,2017-12-12 03:30:08.513224000
15.778882755,29.58058564,30.87818603,5.5,54.0,146.3000030517578,1513085409000.0,2017-12-12 03:30:08.592883000
15.860286192,29.58058564,30.87818603,5.5,54.0,146.3000030517578,1513085409000.0,2017-12-12 03:30:08.674286000
15.940878328,29.58058564,30.87818603,5.5,54.0,146.3000030517578,1513085409000.0,2017-12-12 03:30:08.754878000
16.022469578,29.58058564,30.87818603,5.5,54.0,146.3000030517578,1513085409000.0,2017-12-12 03:30:08.836470000
16.104707754,29.58058564,30.87818603,5.5,54.0,146.3000030517578,1513085409000.0,2017-12-12 03:30:08.918708000
16.206248223,29.58058564,30.87818603,5.5,54.0,146.3000030517578,1513085409000.0,2017-12-12 03:30:09.020248000
16.268828588,29.58058564,30.87818603,5.5,54.0,146.3000030517578,1513085409000.0,2017-12-12 03:30:09.082829000
16.349006244,29.58058564,30.87818603,5.5,54.0,146.3000030517578,1513085409000.0,2017-12-12 03:30:09.163006000
16.431029056,29.58058564,30.87818603,5.5,54.0,146.3000030517578,1513085409000.0,2017-12-12 03:30:09.245029000
16.513438483,29.58058564,30.87818603,5.5,54.0,146.3000030517578,1513085409000.0,2017-12-12 03:30:09.327437999
16.595501088,29.58058564,30.87818603,5.5,54.0,146.3000030517578,1513085409000.0,2017-12-12 03:30:09.409501000
16.678509629,29.58058564,30.87818603,5.5,54.0,146.3000030517578,1513085409000.0,2017-12-12 03:30:09.492510000
16.789002858,29.58061895,30.87814133,5.5,56.0,147.3000030517578,1513085410000.0,2017-12-12 03:30:09.603003000
16.841375775,29.58061895,30.87814133,5.5,56.0,147.3000030517578,1513085410000.0,2017-12-12 03:30:09.655376000
16.924587598,29.58061895,30.87814133,5.5,56.0,147.3000030517578,1513085410000.0,2017-12-12 03:30:09.738588000
17.005974734,29.58061895,30.87814133,5.5,56.0,147.3000030517578,1513085410000.0,2017-12-12 03:30:09.819975000
17.091931243,29.58061895,30.87814133,5.5,56.0,147.3000030517578,1513085410000.0,2017-12-12 03:30:09.905931000
17.198074994,29.58061895,30.87814133,5.5,56.0,147.3000030517578,1513085410000.0,2017-12-12 03:30:10.012075000
17.258773119,29.58061895,30.87814133,5.5,56.0,147.3000030517578,1513085410000.0,2017-12-12 03:30:10.072772999
17.341572129,29.58061895,30.87814133,5.5,56.0,147.3000030517578,1513085410000.0,2017-12-12 03:30:10.155572000
17.423903796,29.58061895,30.87814133,5.5,56.0,147.3000030517578,1513085410000.0,2017-12-12 03:30:10.237904000
17.506521661,29.58061895,30.87814133,5.5,56.0,147.3000030517578,1513085410000.0,2017-12-12 03:30:10.320522000
17.587786765,29.58061895,30.87814133,5.5,56.0,147.3000030517578,1513085410000.0,2017-12-12 03:30:10.401787000
17.670847337,29.58061895,30.87814133,5.5,56.0,147.3000030517578,1513085410000.0,2017-12-12 03:30:10.484847000
17.756087181,29.58066564,30.87809123,5.0,60.0,148.39999389648438,1513085411000.0,2017-12-12 03:30:10.570087000
17.83375765,29.58066564,30.87809123,5.0,60.0,148.39999389648438,1513085411000.0,2017-12-12 03:30:10.647758000
17.91495614,29.58066564,30.87809123,5.0,60.0,148.39999389648438,1513085411000.0,2017-12-12 03:30:10.728956000
17.995151088,29.58066564,30.87809123,5.0,60.0,148.39999389648438,1513085411000.0,2017-12-12 03:30:10.809151000
18.076104213,29.58066564,30.87809123,5.0,60.0,148.39999389648438,1513085411000.0,2017-12-12 03:30:10.890104000
18.158360671,29.58066564,30.87809123,5.0,60.0,148.39999389648438,1513085411000.0,2017-12-12 03:30:10.972361000
18.239837702,29.58066564,30.87809123,5.0,60.0,148.39999389648438,1513085411000.0,2017-12-12 03:30:11.053838000
18.321417337,29.58066564,30.87809123,5.0,60.0,148.39999389648438,1513085411000.0,2017-12-12 03:30:11.135417000
18.403338483,29.58066564,30.87809123,5.0,60.0,148.39999389648438,1513085411000.0,2017-12-12 03:30:11.217338000
18.487330046,29.58066564,30.87809123,5.0,60.0,148.39999389648438,1513085411000.0,2017-12-12 03:30:11.301330000
18.568050931,29.58066564,30.87809123,5.0,60.0,148.39999389648438,1513085411000.0,2017-12-12 03:30:11.382051000
18.651293066,29.58066564,30.87809123,5.0,60.0,148.39999389648438,1513085411000.0,2017-12-12 03:30:11.465293000
18.734767389,29.58068787,30.87806447,3.75,60.0,147.89999389648438,1513085412000.0,2017-12-12 03:30:11.548767000
18.814454576,29.58068787,30.87806447,3.75,60.0,147.89999389648438,1513085412000.0,2017-12-12 03:30:11.628455000
18.896175462,29.58068787,30.87806447,3.75,60.0,147.89999389648438,1513085412000.0,2017-12-12 03:30:11.710175000
18.977625045,29.58068787,30.87806447,3.75,60.0,147.89999389648438,1513085412000.0,2017-12-12 03:30:11.791625000
19.060528586,29.58068787,30.87806447,3.75,60.0,147.89999389648438,1513085412000.0,2017-12-12 03:30:11.874529000
19.143824056,29.58068787,30.87806447,3.75,60.0,147.89999389648438,1513085412000.0,2017-12-12 03:30:11.957824000
19.232374368,29.58068787,30.87806447,3.75,60.0,147.89999389648438,1513085412000.0,2017-12-12 03:30:12.046374000
19.309726086,29.58068787,30.87806447,3.75,60.0,147.89999389648438,1513085412000.0,2017-12-12 03:30:12.123726000
19.394924681,29.58068787,30.87806447,3.75,60.0,147.89999389648438,1513085412000.0,2017-12-12 03:30:12.208925000
19.485013847,29.58068787,30.87806447,3.75,60.0,147.89999389648438,1513085412000.0,2017-12-12 03:30:12.299014000
19.563665253,29.58068787,30.87806447,3.75,60.0,147.89999389648438,1513085412000.0,2017-12-12 03:30:12.377665000
19.64349994,29.58068787,30.87806447,3.75,60.0,147.89999389648438,1513085412000.0,2017-12-12 03:30:12.457500000
19.76619291,29.58068787,30.87806447,3.75,60.0,147.89999389648438,1513085412000.0,2017-12-12 03:30:12.580193000
19.854851608,29.58070155,30.87804262,3.25,59.0,148.1999969482422,1513085413000.0,2017-12-12 03:30:12.668852000
19.900541555,29.58070155,30.87804262,3.25,59.0,148.1999969482422,1513085413000.0,2017-12-12 03:30:12.714542000
19.980280774,29.58070155,30.87804262,3.25,59.0,148.1999969482422,1513085413000.0,2017-12-12 03:30:12.794281000
20.061640149,29.58070155,30.87804262,3.25,59.0,148.1999969482422,1513085413000.0,2017-12-12 03:30:12.875640000
20.143081919,29.58070155,30.87804262,3.25,59.0,148.1999969482422,1513085413000.0,2017-12-12 03:30:12.957082000
20.224594576,29.58070155,30.87804262,3.25,59.0,148.1999969482422,1513085413000.0,2017-12-12 03:30:13.038595000
20.30710192,29.58070155,30.87804262,3.25,59.0,148.1999969482422,1513085413000.0,2017-12-12 03:30:13.121102000
20.388150461,29.58070155,30.87804262,3.25,59.0,148.1999969482422,1513085413000.0,2017-12-12 03:30:13.202150000
20.469985774,29.58070155,30.87804262,3.25,59.0,148.1999969482422,1513085413000.0,2017-12-12 03:30:13.283986000
20.551402336,29.58070155,30.87804262,3.25,59.0,148.1999969482422,1513085413000.0,2017-12-12 03:30:13.365402000
20.632783117,29.58070155,30.87804262,3.25,59.0,148.1999969482422,1513085413000.0,2017-12-12 03:30:13.446783000
20.726088951,29.58073396,30.87800521,3.25,62.0,147.3000030517578,1513085414000.0,2017-12-12 03:30:13.540089000
20.797521191,29.58073396,30.87800521,3.25,62.0,147.3000030517578,1513085414000.0,2017-12-12 03:30:13.611521000
20.878589576,29.58073396,30.87800521,3.25,62.0,147.3000030517578,1513085414000.0,2017-12-12 03:30:13.692590000
20.959879628,29.58073396,30.87800521,3.25,62.0,147.3000030517578,1513085414000.0,2017-12-12 03:30:13.773880000
21.040406763,29.58073396,30.87800521,3.25,62.0,147.3000030517578,1513085414000.0,2017-12-12 03:30:13.854407000
21.120430097,29.58073396,30.87800521,3.25,62.0,147.3000030517578,1513085414000.0,2017-12-12 03:30:13.934430000
21.201468482,29.58073396,30.87800521,3.25,62.0,147.3000030517578,1513085414000.0,2017-12-12 03:30:14.015468000
21.282869366,29.58073396,30.87800521,3.25,62.0,147.3000030517578,1513085414000.0,2017-12-12 03:30:14.096869000
21.364045357,29.58073396,30.87800521,3.25,62.0,147.3000030517578,1513085414000.0,2017-12-12 03:30:14.178045000
21.44488119,29.58073396,30.87800521,3.25,62.0,147.3000030517578,1513085414000.0,2017-12-12 03:30:14.258881000
21.52401468,29.58073396,30.87800521,3.25,62.0,147.3000030517578,1513085414000.0,2017-12-12 03:30:14.338015000
21.605968169,29.58073396,30.87800521,3.25,62.0,147.3000030517578,1513085414000.0,2017-12-12 03:30:14.419968000
21.686823169,29.58073396,30.87800521,3.25,62.0,147.3000030517578,1513085414000.0,2017-12-12 03:30:14.500823000
21.767844784,29.58075539,30.8779814,3.5,62.0,145.6999969482422,1513085415000.0,2017-12-12 03:30:14.581845000
21.848528533,29.58075539,30.8779814,3.5,62.0,145.6999969482422,1513085415000.0,2017-12-12 03:30:14.662529000
21.929444315,29.58075539,30.8779814,3.5,62.0,145.6999969482422,1513085415000.0,2017-12-12 03:30:14.743444000
22.01042369,29.58075539,30.8779814,3.5,62.0,145.6999969482422,1513085415000.0,2017-12-12 03:30:14.824424000
22.092335044,29.58075539,30.8779814,3.5,62.0,145.6999969482422,1513085415000.0,2017-12-12 03:30:14.906335000
22.173139627,29.58075539,30.8779814,3.5,62.0,145.6999969482422,1513085415000.0,2017-12-12 03:30:14.987140000
22.25454619,29.58075539,30.8779814,3.5,62.0,145.6999969482422,1513085415000.0,2017-12-12 03:30:15.068546000
22.337050356,29.58075539,30.8779814,3.5,62.0,145.6999969482422,1513085415000.0,2017-12-12 03:30:15.151050000
22.41770244,29.58075539,30.8779814,3.5,62.0,145.6999969482422,1513085415000.0,2017-12-12 03:30:15.231702000
22.503919471,29.58075539,30.8779814,3.5,62.0,145.6999969482422,1513085415000.0,2017-12-12 03:30:15.317919000
22.58574619,29.58075539,30.8779814,3.5,62.0,145.6999969482422,1513085415000.0,2017-12-12 03:30:15.399746000
22.667619211,29.58075539,30.8779814,3.5,62.0,145.6999969482422,1513085415000.0,2017-12-12 03:30:15.481619000
22.749265773,29.58075539,30.8779814,3.5,62.0,145.6999969482422,1513085415000.0,2017-12-12 03:30:15.563266000
22.830513585,29.58077753,30.87795703,3.5,61.0,144.1999969482422,1513085416000.0,2017-12-12 03:30:15.644514000
22.911645043,29.58077753,30.87795703,3.5,61.0,144.1999969482422,1513085416000.0,2017-12-12 03:30:15.725645000
22.99386843,29.58077753,30.87795703,3.5,61.0,144.1999969482422,1513085416000.0,2017-12-12 03:30:15.807868000
23.075330357,29.58077753,30.87795703,3.5,61.0,144.1999969482422,1513085416000.0,2017-12-12 03:30:15.889330000
23.157508638,29.58077753,30.87795703,3.5,61.0,144.1999969482422,1513085416000.0,2017-12-12 03:30:15.971509000
23.237692804,29.58077753,30.87795703,3.5,61.0,144.1999969482422,1513085416000.0,2017-12-12 03:30:16.051693000
23.324124575,29.58077753,30.87795703,3.5,61.0,144.1999969482422,1513085416000.0,2017-12-12 03:30:16.138125000
